File Path: C:\Users\Prof\Desktop\Piazzi\Test Run 74 22-07-2019 19 22 38\DAQ- Crosshead; … - (Timed).txt   
Test: Piazzi_Tensile_Test_FirstTry_20190722
Test Run: Test Run 74
Date: 22/07/2019 19:18:02


_Extension 	_Load 	_Time 	_Strain1 
mm	kN	sec	mm
0,000279446879858369	0,0511134605407715	0,0900000035762787	0,0295782283501467
0,000652042729143432	0,0488428382873535	0,159999996423721	0,0235508705372922
0,00107121309156355	0,0515770416259766	0,230000004172325	0,0178240534296492
0,00149038339714025	0,0441332168579102	0,28999999165535	0,0164114680956118
0,00195612801690004	0,0516816139221191	0,360000014305115	0,0112363304651808
0,00246844751927711	0,0448505363464355	0,430000007152557	0,00444846773461904
0,00288761771116697	0,0434170417785645	0,490000009536743	0,00336003563461418
0,00339993698617036	0,0482502098083496	0,560000002384186	0,0031956853945303
0,00391225603380008	0,0472653884887695	0,629999995231628	0,00294837559522421
0,00437800099462038	0,0539754753112793	0,689999997615814	0,00126275187994906
0,00493689503855421	0,0512778396606445	0,759999990463257	-0,000807150229320541
0,00549578862774069	0,0546283645629883	0,829999983310699	0,00152174618506251
0,005961533588561	0,0594579010009766	0,889999985694885	0,00372712361240701
0,00675329920341028	0,0533501091003418	0,959999978542328	0,00702805891705793
0,00726561893316102	0,056978889465332	1,02999997138977	0,00529635553903063
0,00773136343923397	0,0567454452514648	1,0900000333786	0,00340187830261129
0,00829025702842046	0,0550344581604004	1,1599999666214	0,00593285221839324
0,00884915152710164	0,0591980590820313	1,23000001907349	0,00989130876405397
0,00936146989261033	0,0554134941101074	1,28999996185303	0,00831577017379459
0,00987379007710842	0,0573278007507324	1,36000001430511	0,0152572774823057
0,0104326836662949	0,0560051879882813	1,42999994754791	0,0191252984222956
0,0108984277176205	0,0605238227844238	1,49000000953674	0,0207704124477459
0,0114573222163017	0,0573089866638184	1,55999994277954	0,0220824404095765
0,0120162158054882	0,0553634185791016	1,62999999523163	0,0218613186007133
0,0125285350804916	0,0592632598876953	1,69000005722046	0,0196449109353125
0,0131340038933558	0,0652063903808594	1,75999999046326	0,0178113550646231
0,0137860461109085	0,065222053527832	1,83000004291534	0,012540955140139
0,0142983653859119	0,0663332672119141	1,88999998569489	0,00784112671681214
0,0148572589750984	0,0581324272155762	1,96000003814697	0,00793259914644295
0,0154161534737796	0,0611627578735352	2,02999997138977	0,00669676637699013
0,0159284718392883	0,061839485168457	2,08999991416931	0,0080742083810037
0,0164407920237863	0,0658208389282227	2,16000008583069	0,00959695807978278
0,0169996837939834	0,066125617980957	2,23000001907349	0,00733180831957725
0,0174654287548037	0,0660318450927734	2,28999996185303	0,00942446604312863
0,0180708993866574	0,0648252258300781	2,35999989509583	0,0105521594377933
0,0186297911568545	0,0684095153808594	2,4300000667572	0,00904008447832894
0,0191421113413526	0,0646700668334961	2,49000000953674	0,00718767296348233
0,0197941535589052	0,067584602355957	2,55999994277954	0,0075586012826534
0,0203996223717695	0,0688398056030273	2,63000011444092	0,00905830802366836
0,0209119407372782	0,0657874450683594	2,69000005722046	0,00891653235157719
