File Path: C:\Users\Prof\Desktop\Piazzi\Test Run 71 22-07-2019 18 59 51\DAQ- Crosshead; … - (Timed).txt   
Test: Piazzi_Tensile_Test_FirstTry_20190722
Test Run: Test Run 71
Date: 22/07/2019 18:55:40


_Extension 	_Load 	_Time 	_Strain1 
mm	kN	sec	mm
0,000372595849285062	0,0429077415466309	0,0900000035762787	0,0512078804604243
0,000791766183283471	0,0468290405273438	0,159999996423721	0,0496607790410053
0,00116436194730341	0,0438740348815918	0,230000004172325	0,0501234862895217
0,00158353236656694	0,0422838478088379	0,28999999165535	0,0517545158800203
0,00204927710001357	0,0429536590576172	0,360000014305115	0,0506493997818325
0,0025150218334602	0,0468693161010742	0,430000007152557	0,0529358367202803
0,00293419225272373	0,044293586730957	0,490000009536743	0,0506941942148842
0,00349308606928389	0,0412600364685059	0,560000002384186	0,0563105713808909
0,0040519794310967	0,0521623649597168	0,629999995231628	0,0622451771050692
0,00451772484666435	0,0518739395141602	0,689999997615814	0,0650204237899743
0,00507661843585083	0,0522013816833496	0,759999990463257	0,0677443895256147
0,00568208679396776	0,0497317886352539	0,829999983310699	0,0714489433448762
0,0061944056142238	0,0576930694580078	0,889999985694885	0,072877635830082
0,00675329920341028	0,0497707862854004	0,959999978542328	0,075202995503787
0,00726561893316102	0,0565456237792969	1,02999997138977	0,0757893503759988
0,00773136343923397	0,0502613563537598	1,0900000333786	0,079586316132918
0,00829025702842046	0,0508065490722656	1,1599999666214	0,0843516099848785
0,00884915152710164	0,0499119758605957	1,23000001907349	0,0889468064997345
0,00931489557842724	0,0509034881591797	1,28999996185303	0,0935889693209901
0,00987379007710842	0,0530714225769043	1,36000001430511	0,0972207126324065
0,010479257980478	0,0478051948547363	1,42999994754791	0,0973825881374069
0,0109915772554814	0,0532985420227051	1,49000000953674	0,101942066976335
0,0115970460683457	0,0538049163818359	1,55999994277954	0,106144070741721
0,0122025130622205	0,0528773155212402	1,62999999523163	0,111162633402273
0,0127148332467186	0,0534345588684082	1,69000005722046	0,111223249405157
0,0133203020595829	0,0551620597839355	1,75999999046326	0,114574599137995
0,0138791947392747	0,054130241394043	1,83000004291534	0,117298659461085
0,014344939700095	0,054088436126709	1,88999998569489	0,115995673695579
0,0149038332892815	0,0540812873840332	1,96000003814697	0,111962348455563
0,0154627268784679	0,0595391387939453	2,02999997138977	0,111333683889825
0,015975047062966	0,0583864860534668	2,08999991416931	0,115172661026008
0,0165339406521525	0,0587164611816406	2,16000008583069	0,114273068902548
0,0171394094650168	0,0639434776306152	2,23000001907349	0,111621913674753
0,0176983030542033	0,0569628372192383	2,28999996185303	0,110771943582222
0,0183037700480782	0,0661519622802734	2,35999989509583	0,109651125967503
0,0189092388609424	0,0628911895751953	2,4300000667572	0,108107837149873
0,0194215590454405	0,0638495292663574	2,49000000953674	0,105357830761932
0,0200270260393154	0,0565533828735352	2,55999994277954	0,104339378594887
0,0205393444048241	0,0631644401550293	2,63000011444092	0,101201490906533
0,0210516664083116	0,0640898361206055	2,69000005722046	0,0963737329584546
0,0215639847738203	0,067112548828125	2,75999999046326	0,0934389827307314
0,0221694517676951	0,0686840057373047	2,82999992370605	0,0934286508709192
0,0226351967285154	0,0662834167480469	2,89000010490417	0,0950083340285346
0,0232406655413797	0,0634540824890137	2,96000003814697	0,0960805264185183
0,023846134354244	0,0705381469726563	3,02999997138977	0,0951331458054483
0,0243584527197527	0,0647718048095703	3,08999991416931	0,0905152992345393
0,024963921532617	0,0661373443603516	3,16000008583069	0,0886610650923103
0,0255693885264918	0,0655479202270508	3,23000001907349	0,084127183072269
0,0260351334873121	0,0690181579589844	3,28999996185303	0,0829414348118007
0,0265940270764986	0,0688242263793945	3,35999989509583	0,0814377417555079
0,0271529224846745	0,0715942764282227	3,4300000667572	0,079576340795029
0,0276186674454948	0,0706216888427734	3,49000000953674	0,07874786388129
0,0281309858110035	0,0667836990356445	3,55999994277954	0,0783089126343839
0,02868987940019	0,0705176773071289	3,63000011444092	0,0854057288961485
0,0292021977656987	0,0697237243652344	3,69000005722046	0,0890684605110437
0,0298076665785629	0,0692199096679688	3,75999999046326	0,0917189900064841
0,0303665601677494	0,0732912368774414	3,82999992370605	0,0884275650605559
0,0308788803522475	0,0784977416992188	3,89000010490417	0,0830827921163291
0,031484345527133	0,0729136276245117	3,96000003814697	0,0813987571746111
0,0320898179779761	0,0725325164794922	4,03000020980835	0,0844177266117185
0,0325555629387964	0,0712421646118164	4,09000015258789	0,0822110887384042
0,0331144547089934	0,074533317565918	4,15999984741211	0,0789332189015113
0,0336733501171693	0,080842414855957	4,23000001907349	0,0780359769123606
0,0341390914400108	0,0744266052246094	4,28999996185303	0,071498921897728
0,0346979868481867	0,0780050354003906	4,3600001335144	0,0671395173412748
0,0352568822563626	0,0800678405761719	4,42999982833862	0,0606298453931231
0,0357692006218713	0,0762140426635742	4,48999977111816	0,053497980843531
0,0363746694347356	0,0783396148681641	4,55999994277954	0,0477859939564951
0,0370267116522882	0,0818571243286133	4,63000011444092	0,0421166405430995
0,0375390300177969	0,0810670776367188	4,69000005722046	0,0413732086599339
0,0381444988306612	0,0805111389160156	4,76000022888184	0,0400128883484285
0,0387499676435255	0,0813494186401367	4,82999992370605	0,0389900305890478
0,0392157126043458	0,0829546966552734	4,8899998664856	0,034674107155297
0,0397746043745428	0,0820760269165039	4,96000003814697	0,0293102439172799
0,0403334997827187	0,0835315170288086	5,03000020980835	0,0281666816590587
0,040799244743539	0,0862459259033203	5,09000015258789	0,0290035131911282
0,0413581401517149	0,0853645553588867	5,15999984741211	0,0313435411953833
0,0419636053266004	0,0823864440917969	5,23000001907349	0,0284536727122031
0,0424759236921091	0,079336051940918	5,28999996185303	0,0272936667897739
0,0430813961429521	0,0814903259277344	5,3600001335144	0,0255181857937714
0,0437334383605048	0,0906649169921875	5,42999982833862	0,0211430888157338
0,0442457567260135	0,0825658874511719	5,48999977111816	0,0193801206478383
0,0448512255388778	0,0944287338256836	5,55999994277954	0,0174834549397929
0,0454101173090748	0,0840704116821289	5,63000011444092	0,0150623618537793
0,0458758622698952	0,0854122619628906	5,69000005722046	0,0133392559291678
0,046434757678071	0,0894751510620117	5,76000022888184	0,0104826531241997
0,0469936494482681	0,0863347549438477	5,82999992370605	0,00820418699731817
0,0474593944090884	0,0923691101074219	5,8899998664856	0,00630144904789631
0,0480648632219527	0,0856390838623047	5,96000003814697	0,00519340574101079
0,048670332034817	0,091604362487793	6,03000020980835	0,00219424828173942
0,0491826504003257	0,0910252532958984	6,09000015258789	-0,000912756206616905
0,0497881192131899	0,0907045288085938	6,15999984741211	0,00252117138188623
0,0503935880260542	0,0917204666137695	6,23000001907349	0,00234475578508864
0,0509059063915629	0,0880547943115234	6,28999996185303	-0,00144447938055237
0,05146479816176	0,0960405502319336	6,3600001335144	-0,0044300804802333
0,0520702669746242	0,0932232971191406	6,42999982833862	-0,00216453054235899
0,0525360155734234	0,0941854248046875	6,48999977111816	-0,00349261813425983
0,0530949073436204	0,0901167984008789	6,55999994277954	-0,00332313106810034
0,0536537991138175	0,0920287017822266	6,63000011444092	0,000280901133464795
0,0541195477126166	0,102756362915039	6,69000005722046	0,00261354466601915
0,0547250128875021	0,0950225448608398	6,76000022888184	0,00466246865471476
0,0553304817003664	0,0949324951171875	6,82999992370605	0,00837056904856581
0,0558428037038539	0,101911033630371	6,8899998664856	0,00942308633966604
0,0564948422834277	0,105939056396484	6,96000003814697	0,0108199837995926
0,0570537376916036	0,0923990020751953	7,03000020980835	0,0109984894152149
0,0575660596950911	0,0984040298461914	7,09000015258789	0,00836241633805912
